,rank,song,artist,peak-rank,weeks-on-board
2969,70,Lemon Pepper Freestyle,Drake Featuring Rick Ross,3,5
2980,81,Film Out,BTS,81,1
2983,84,Body,Megan Thee Stallion,12,20
2991,92,As I Am,Justin Bieber Featuring Khalid,43,3
2997,98,Girl Like Me,Black Eyed Peas X Shakira,67,13
2998,99,Buss It,Erica Banks,47,13
3029,30,Dynamite,BTS,1,32
3054,55,SoulFly,Rod Wave,55,1
3060,61,Gone Till November,Rod Wave,61,1
3062,63,Don't Forget,Rod Wave,63,1
3064,65,Blame On You,Rod Wave,65,1
3070,71,All I Got,Rod Wave,71,1
3084,85,Pills & Billz,Rod Wave,85,1
3087,88,How The Game Go,Rod Wave,88,1
3088,89,OMDB,Rod Wave,89,1
3092,93,Clouds,NF,53,2
3093,94,What's Love??,Rod Wave,94,1
3095,96,Shock Da World,Rod Wave,96,1
3097,98,Sneaky Links,Rod Wave,98,1
3146,47,Better Together,Luke Combs,15,25
3148,49,Good Time,Niko Moon,20,25
3161,62,Unstable,Justin Bieber Featuring The Kid LAROI,62,1
3163,64,Off My Face,Justin Bieber,64,1
3167,68,2 Much,Justin Bieber,68,1
3175,76,Deserve You,Justin Bieber,76,1
3180,81,Die For You,Justin Bieber Featuring Dominic Fike,81,1
3183,84,Love You Different,Justin Bieber Featuring BEAM,84,1
3186,87,Loved By You,Justin Bieber Featuring Burna Boy,87,1
3190,91,Somebody,Justin Bieber,91,1
3196,97,Neighbors,Pooh Shiesty Featuring BIG30,51,7
3197,98,Bandido,Myke Towers & Juhn,82,7
3199,100,Beers And Sunshine,Darius Rucker,42,15
3249,50,Throat Baby (Go Baby),BRS Kash,24,22
3269,70,On The Ground,ROSE,70,1
3278,79,Lost,NF Featuring Hopsin,79,1
3283,84,Baila Conmigo,Selena Gomez With Rauw Alejandro,74,2
3286,87,Like I Want You,Giveon,87,4
3287,88,Daywalker!,Machine Gun Kelly & CORPSE,88,1
3294,95,Opp Stoppa,YBN Nahmir Featuring 21 Savage,78,6
3295,96,Still Trappin',Lil Durk & King Von,53,12
3296,97,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,39,7
3299,100,Undivided,Tim McGraw & Tyler Hubbard,76,2
3348,49,Holy,Justin Bieber Featuring Chance The Rapper,3,25
3364,65,Golden,Harry Styles,57,20
3380,81,Lifestyle,Jason Derulo Featuring Adam Levine,71,5
3392,93,Moonwalking In Calabasas,DDG,81,11
3393,94,Tyler Herro,Jack Harlow,34,20
3394,95,Somebody's Problem,Morgan Wallen,25,13
3395,96,Cover Me Up,Morgan Wallen,52,10
3396,97,Life's A Mess II,"Juice WRLD, Clever & Post Malone",97,1
3398,99,AP,Pop Smoke,64,2
3423,24,I Hope,Gabby Barrett Featuring Charlie Puth,3,62
3434,35,Bang!,AJR,8,35
3437,38,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,6,29
3440,41,Lonely,Justin Bieber & benny blanco,12,20
3446,47,Laugh Now Cry Later,Drake Featuring Lil Durk,2,29
3473,74,Only Wanna Be With You,Post Malone,74,1
3488,89,Hole In The Bottle,Kelsea Ballerini,39,20
3499,100,Bichota,Karol G,72,13
3560,61,Test Drive,Ariana Grande,61,1
3566,67,Hit Bout It,Lil Yachty Featuring Kodak Black,67,1
3587,88,Chicken Tendies,Clinton Kane,88,1
3589,90,ZaZa,6ix9ine,90,1
3593,94,Afterglow,Ed Sheeran,29,10
3597,98,Monster,Shawn Mendes & Justin Bieber,8,14
3632,33,Before You Go,Lewis Capaldi,9,52
3650,51,What It Feels Like,Nipsey Hussle & JAY-Z,51,1
3676,77,So Done,The Kid LAROI,59,15
3682,83,Happy Does,Kenny Chesney,47,14
3688,89,"Big, Big Plans",Chris Lane,42,20
3696,97,Back To The Streets,Saweetie Featuring Jhene Aiko,58,13
3697,98,Bad Boy,Juice WRLD & Young Thug,22,5
3747,48,Kings & Queens,Ava Max,13,27
3748,49,Rockstar,DaBaby Featuring Roddy Ricch,1,42
3754,55,GNF (OKOKOK),Polo G,55,1
3763,64,Provide,G-Eazy Featuring Chris Brown & Mark Morrison,64,1
3775,76,865,Morgan Wallen,46,5
3780,81,Box Of Churches,Pooh Shiesty Featuring 21 Savage,81,1
3789,90,Dangerous,Morgan Wallen,62,4
3792,93,Warning,Morgan Wallen,42,5
3793,94,Still Goin Down,Morgan Wallen,45,8
3797,98,Prisoner,Miley Cyrus Featuring Dua Lipa,54,12
3798,99,Skin,Sabrina Carpenter,48,3
3834,35,7 Summers,Morgan Wallen,6,24
3837,38,More Than My Hometown,Morgan Wallen,15,32
3848,49,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,51
3852,53,Should've Ducked,Lil Durk Featuring Pooh Shiesty,53,1
3858,59,Diamonds,Sam Smith,39,20
3870,71,Gravity,"Brent Faiyaz & DJ Dahi Featuring Tyler, The Creator",71,1
3879,80,Holiday,Lil Nas X,37,12
3886,87,Stay Down,"Lil Durk, 6LACK & Young Thug",73,4
3890,91,Kanye Krazy,Lil Durk,91,1
3894,95,Backdoor,Lil Durk,62,4
3895,96,Fake Woke,Tom MacDonald,96,1
3899,100,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,10,18
3950,51,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,1,31
3961,62,Lo Vas A Olvidar,Billie Eilish & ROSALIA,62,1
3977,78,Take You Dancing,Jason Derulo,57,8
3982,83,Hit Different,SZA Featuring Ty Dolla $ign,29,20
3992,93,Champagne Night,Lady A,33,14
3997,98,Kacey Talk,YoungBoy Never Broke Again,50,16
3998,99,Adderall (Corvette Corvette),Popp Hunna,74,6
3999,100,Antes,Anuel AA & Ozuna,100,1
4037,38,I Should Probably Go To Bed,Dan + Shay,28,24
4049,50,WAP,Cardi B Featuring Megan Thee Stallion,1,24
4055,56,Love You Like I Used To,Russell Dickerson,31,20
4091,92,De Una Vez,Selena Gomez,92,1
4093,94,Better Days,Ant Clemons Featuring Justin Timberlake,94,1
4149,50,Hawai,Maluma & The Weeknd,12,21
4155,56,B.S.,Jhene Aiko Featuring H.E.R.,24,23
4162,63,Neon Eyes,Morgan Wallen,63,1
4165,66,More Surprised Than Me,Morgan Wallen,66,1
4173,74,Livin' The Dream,Morgan Wallen,74,2
4182,83,Whiskey'd My Way,Morgan Wallen,83,1
4183,84,Your Bartender,Morgan Wallen,84,1
4185,86,Outlaw,Morgan Wallen Featuring Ben Burgess,86,1
4189,90,Only Thing That's Gone,Morgan Wallen Featuring Chris Stapleton,90,1
4191,92,This Bar,Morgan Wallen,92,1
4192,93,Wonderin' Bout The Wind,Morgan Wallen,93,1
4196,97,Girl Like Me,Jazmine Sullivan Featuring H.E.R.,97,1
4197,98,Midnight Sky,Miley Cyrus,14,20
4231,32,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,32,22
4236,37,Pretty Heart,Parker McCollum,36,22
4241,42,Watermelon Sugar,Harry Styles,1,39
4275,76,Ain't Always The Cowboy,Jon Pardi,55,18
4282,83,Way Out,Jack Harlow Featuring Big Sean,74,4
4284,85,Some Girls,Jameson Rodgers,29,17
4285,86,Took Her To The O,King Von,47,8
4290,91,Wonder,Shawn Mendes,18,11
4295,96,Everywhere But On,Matt Stell,48,12
4298,99,Reminds Me Of You,The Kid LAROI & Juice WRLD,89,2
4308,9,All I Want For Christmas Is You,Mariah Carey,1,44
4311,12,Rockin' Around The Christmas Tree,Brenda Lee,2,39
4314,15,Jingle Bell Rock,Bobby Helms,3,36
4316,17,A Holly Jolly Christmas,Burl Ives,4,20
4327,28,It's The Most Wonderful Time Of The Year,Andy Williams,5,21
4328,29,Run Rudolph Run,Chuck Berry,10,9
4338,39,Feliz Navidad,Jose Feliciano,6,15
4340,41,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,8,14
4343,44,The Christmas Song (Merry Christmas To You),Nat King Cole,11,27
4349,50,Underneath The Tree,Kelly Clarkson,12,10
4370,71,Redman,Lil Durk,71,1
4371,72,Slay3r,Playboi Carti,72,1
4381,82,Go2DaMoon,Playboi Carti Featuring Kanye West,82,1
4385,86,Refugee,Lil Durk,86,1
4388,89,Take Me Home For Christmas,Dan + Shay,48,4
4389,90,Vamp Anthem,Playboi Carti,90,1
4391,92,New N3on,Playboi Carti,92,1
4392,93,Death Ain't Easy,Lil Durk,93,1
4398,99,M3tamorphosis,Playboi Carti Featuring Kid Cudi,99,1
4408,9,Last Christmas,Wham!,9,19
4412,13,Sleigh Ride,The Ronettes,13,11
4414,15,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,12,8
4415,16,Rudolph The Red-Nosed Reindeer,Gene Autry,16,12
4416,17,Santa Tell Me,Ariana Grande,17,8
4417,18,Happy Holiday / The Holiday Season,Andy Williams,18,8
4418,19,Christmas (Baby Please Come Home),Darlene Love,19,7
4419,20,White Christmas,Bing Crosby,12,20
4421,22,(There's No Place Like) Home For The Holidays,Perry Como,22,7
4422,23,It's Beginning To Look A Lot Like Christmas,Michael Buble,23,5
4425,26,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,26,10
4427,28,Wonderful Christmastime,Paul McCartney,28,4
4431,32,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,32,2
4432,33,Blue Christmas,Elvis Presley,33,3
4435,36,Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,36,1
4438,39,This Christmas,Donny Hathaway,39,1
4442,43,Deck The Halls,Nat King Cole,43,2
4444,45,Please Come Home For Christmas,Eagles,18,9
4445,46,Santa Claus Is Comin' To Town,Jackson 5,46,1
4446,47,Little Saint Nick,The Beach Boys,47,1
4448,49,Have Yourself A Merry Little Christmas,Michael Buble,49,1
4449,50,I'll Be Home For Christmas,Bing Crosby,50,1
4453,54,Hallelujah,Carrie Underwood & John Legend,54,3
4459,60,Gnat,Eminem,60,1
4460,61,Rockin' Around The Christmas Tree,Justin Bieber,61,4
4461,62,Favorite Time Of Year,Carrie Underwood,62,4
4474,75,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,59,3
4476,77,Champagne Problems,Taylor Swift,21,2
4477,78,The First Noel,Gabby Barrett,78,1
4485,86,Tequila Shots,Kid Cudi,41,2
4490,91,'Tis The Damn Season,Taylor Swift,39,2
4493,94,Silent Night,Carrie Underwood,94,2
4496,97,"No Body, No Crime",Taylor Swift Featuring HAIM,34,2
4539,40,Gold Rush,Taylor Swift,40,1
4544,45,Tolerate It,Taylor Swift,45,1
4548,49,She Knows This,Kid Cudi,49,1
4551,52,Happiness,Taylor Swift,52,1
4553,54,Show Out,"Kid Cudi, Skepta & Pop Smoke",54,1
4556,57,Evermore,Taylor Swift Featuring Bon Iver,57,1
4560,61,Ivy,Taylor Swift,61,1
4562,63,Coney Island,Taylor Swift Featuring The National,63,1
4563,64,Another Day,Kid Cudi,64,1
4566,67,Dorothea,Taylor Swift,67,1
4567,68,Long Story Short,Taylor Swift,68,1
4570,71,Cowboy Like Me,Taylor Swift,71,1
4574,75,Marjorie,Taylor Swift,75,1
4577,78,Mr. Solo Dolo III,Kid Cudi,78,1
4579,80,Dive,Kid Cudi,80,1
4581,82,Closure,Taylor Swift,82,1
4584,85,Heaven On Earth,Kid Cudi,85,1
4589,90,Sad People,Kid Cudi,90,1
4590,91,Damaged,Kid Cudi,91,1
4597,98,Errbody,Lil Baby,41,2
4599,100,Beautiful Trip,Kid Cudi,100,1
4671,72,Real Shit,Juice WRLD x benny blanco,72,1
4674,75,Dicked Down In Dallas,Trey Lewis,65,2
4675,76,Oh Santa!,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,76,1
4685,86,Don't Stop,Megan Thee Stallion Featuring Young Thug,30,10
4692,93,Life Goes On,BTS,1,3
4693,94,Martin & Gina,Polo G,61,19
4694,95,Heather,Conan Gray,46,15
4696,97,Practice,DaBaby,86,5
4698,99,Te Mudaste,Bad Bunny,60,2
4730,31,Be Like That,Kane Brown With Swae Lee & Khalid,19,21
4742,43,ily,Surf Mesa Featuring Emilee,23,28
4743,44,Said Sum,Moneybagg Yo,17,22
4763,64,Yo Visto Asi,Bad Bunny,64,1
4771,72,Haciendo Que Me Amas,Bad Bunny,72,1
4773,74,Te Deseo Lo Mejor,Bad Bunny,74,1
4777,78,Booker T,Bad Bunny,78,1
4778,79,El Mundo Es Mio,Bad Bunny,79,1
4780,81,Hoy Cobre,Bad Bunny,81,1
4786,87,Maldita Pobreza,Bad Bunny,87,1
4793,94,La Droga,Bad Bunny,94,1
4812,13,Blue & Grey,BTS,13,1
4821,22,Stay,BTS,22,1
4837,38,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,33,25
4839,40,One Of Them Girls,Lee Brice,17,26
4859,60,Come & Go,Juice WRLD x Marshmello,2,20
4868,69,Fly To My Room,BTS,69,1
4869,70,Telepathy,BTS,70,1
4871,72,Dis-ease,BTS,72,1
4877,78,Franchise,Travis Scott Featuring Young Thug & M.I.A.,1,9
4879,80,Girls In The Hood,Megan Thee Stallion,28,18
4881,82,Shots Fired,Megan Thee Stallion,82,1
4885,86,Pain Away,Meek Mill Featuring Lil Durk,86,1
4887,88,U 2 Luv,Ne-Yo & Jeremih,66,8
4890,91,Wishing Well,Juice WRLD,5,20
4891,92,Do It On The Tip,Megan Thee Stallion Featuring City Girls & Hot Girl Meg,92,1
4893,94,Circles,Megan Thee Stallion,94,1
4895,96,Popstar,DJ Khaled Featuring Drake,3,19
4940,41,Got What I Got,Jason Aldean,16,25
4945,46,Stripes Like Burberry,Future & Lil Uzi Vert,46,1
4948,49,Adore You,Harry Styles,6,50
4949,50,That's It,Future & Lil Uzi Vert,50,1
4952,53,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,11,20
4953,54,Real Baby Pluto,Future & Lil Uzi Vert,54,1
4956,57,Iris,Phoebe & Maggie,57,1
4960,61,Mood Swings,Pop Smoke Featuring Lil Tjay,17,20
4963,64,Marni On Me,Future & Lil Uzi Vert,64,1
4966,67,Million Dollar Play,Future & Lil Uzi Vert,67,1
4967,68,Sleeping On The Floor,Future & Lil Uzi Vert,68,1
4973,74,Blind,DaBaby Featuring Young Thug,74,9
4985,86,Plastic,Future & Lil Uzi Vert,86,1
4988,89,24,Money Man Featuring Lil Baby,49,14
4990,91,Runnin,21 Savage & Metro Boomin,9,7
4991,92,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",64,11
4994,95,La Toxica,Farruko,95,4
4995,96,Tap In,Saweetie,20,19
4996,97,Rockstar Chainz,Future,97,1
4999,100,Bought A Bad Bitch,Future & Lil Uzi Vert,100,1
5034,35,What That Speed Bout!?,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",35,1
5041,42,Rags2Riches,Rod Wave Featuring ATR Son Son,12,20
5045,46,Roses,SAINt JHN,4,34
5050,51,Lovin' On You,Luke Combs,23,20
5064,65,Don't Need Friends,NAV Featuring Lil Baby,65,1
5065,66,The Code,King Von Featuring Polo G,66,1
5075,76,Tragic,The Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money,76,1
5076,77,All These N**gas,King Von Featuring Lil Durk,77,1
5079,80,Motive,Ariana Grande Featuring Doja Cat,32,2
5080,81,Crazy Story 2.0,King Von Featuring Lil Durk,81,1
5082,83,Always Do,The Kid LAROI,83,1
5083,84,Young Wheezy,NAV With Gunna,84,1
5094,95,Off The Table,Ariana Grande Featuring The Weeknd,35,2
5097,98,Just Like Magic,Ariana Grande,43,2
5098,99,"F*ck You, Goodbye",The Kid LAROI Featuring Machine Gun Kelly,99,1
5146,47,Shut Up,Ariana Grande,47,1
5147,48,Thriller,Michael Jackson,4,20
5148,49,Nasty,Ariana Grande,49,1
5149,50,Break My Heart,Dua Lipa,13,32
5151,52,Safety Net,Ariana Grande Featuring Ty Dolla $ign,52,1
5162,63,Six Thirty,Ariana Grande,63,1
5164,65,My Hair,Ariana Grande,65,1
5169,70,Obvious,Ariana Grande,70,1
5170,71,West Side,Ariana Grande,71,1
5174,75,Love Language,Ariana Grande,75,1
5179,80,Weeeeee,Trippie Redd,80,1
5197,98,Thick,DJ Chose Featuring BeatKing,98,1
5217,18,Circles,Post Malone,1,61
5232,33,Dreams,Fleetwood Mac,1,23
5237,38,Don't Start Now,Dua Lipa,2,52
5252,53,Spicy,Ty Dolla $ign Featuring Post Malone,53,1
5268,69,The Other Guy,Luke Combs,69,1
5277,78,Without You,Luke Combs Featuring Amanda Shires,70,2
5281,82,The Bigger Picture,Lil Baby,3,20
5287,88,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,35,3
5290,91,Greece,DJ Khaled Featuring Drake,8,15
5293,94,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",63,14
5294,95,Do It,Chloe X Halle,63,11
5295,96,Cardigan,Taylor Swift,1,14
5296,97,Forget Me Too,Machine Gun Kelly & Halsey,44,3
5298,99,Head & Heart,Joel Corry X MNEK,99,1
5299,100,"Wine, Beer, Whiskey",Little Big Town,100,1
5370,71,Hate The Way,G-Eazy Featuring blackbear,71,1
5379,80,OK Not To Be OK,Marshmello & Demi Lovato,36,6
5380,81,Canceled,Larray,81,1
5381,82,Glock In My Lap,21 Savage & Metro Boomin,19,3
5383,84,Ice Cream,BLACKPINK X Selena Gomez,13,8
5385,86,Smile,Juice WRLD & The Weeknd,8,10
5386,87,Breaking Me,Topic & A7S,53,13
5389,90,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,43,16
5390,91,I Called Mama,Tim McGraw,53,12
5391,92,Bloody Valentine,Machine Gun Kelly,50,4
5394,95,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,93,10
5395,96,Caramelo,Ozuna x Karol G x Myke Towers,76,10
5396,97,Pardon,T.I. Featuring Lil Baby,97,1
5398,99,Dollaz On My Head,Gunna Featuring Young Thug,38,19
5442,43,If The World Was Ending,JP Saxe Featuring Julia Michaels,27,29
5457,58,"Baby, I'm Jealous",Bebe Rexha Featuring Doja Cat,58,1
5464,65,Cool Again,Kane Brown,29,20
5473,74,Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,26,2
5487,88,Slidin,21 Savage & Metro Boomin,32,2
5493,94,Many Men,21 Savage & Metro Boomin,33,2
5497,98,Sofia,Clairo,98,1
5536,37,Fallin',Why Don't We,37,1
5547,48,Outta Time,Bryson Tiller Featuring Drake,48,1
5555,56,My Dawg,21 Savage & Metro Boomin,56,1
5556,57,Brand New Draco,21 Savage & Metro Boomin,57,1
5558,59,Lovesick Girls,BLACKPINK,59,1
5560,61,Snitches & Rats,21 Savage & Metro Boomin Featuring Young Nudy,61,1
5564,65,Rain On Me,Lady Gaga & Ariana Grande,1,20
5570,71,No Opp Left Behind,21 Savage & Metro Boomin,71,1
5573,74,Steppin On N*ggas,21 Savage & Metro Boomin,74,1
5575,76,RIP Luv,21 Savage & Metro Boomin,76,1
5582,83,Always Forever,Bryson Tiller,83,1
5583,84,Years Go By,Bryson Tiller,84,1
5590,91,Said N Done,21 Savage & Metro Boomin,91,1
5640,41,Life Is Good,Future Featuring Drake,2,38
5645,46,Chasin' You,Morgan Wallen,16,36
5647,48,Die From A Broken Heart,Maddie & Tae,22,25
5648,49,We Paid,Lil Baby & 42 Dugg,10,22
5681,82,Like That,Doja Cat Featuring Gucci Mane,50,18
5683,84,Over Now,Calvin Harris X The Weeknd,38,5
5685,86,Nobody's Love,Maroon 5,41,10
5688,89,Better,Zayn,89,1
5690,91,Drunk Face,Machine Gun Kelly,91,1
5693,94,"Ay, Dios Mio!",Karol G,94,1
5696,97,Money Over Fallouts,Tory Lanez,97,1
5697,98,Moral Of The Story,Ashe Featuring Niall Horan,71,3
5746,47,Say So,Doja Cat Featuring Nicki Minaj,1,38
5747,48,Savage,Megan Thee Stallion,1,28
5749,50,Blueberry Faygo,Lil Mosey,8,33
5779,80,Dolly,Lil Tecca & Lil Uzi Vert,80,1
5788,89,My Window,YoungBoy Never Broke Again Featuring Lil Wayne,35,2
5789,90,When You Down,Lil Tecca & Polo G Featuring Lil Durk,90,1
5790,91,Me Gusta,Anitta Featuring Cardi B & Myke Towers,91,1
5791,92,Wet. (She Got That...) ,YFN Lucci,92,1
5793,94,Lonely If You Are,Chase Rice,91,6
5796,97,Drug Addiction,YoungBoy Never Broke Again,44,2
5799,100,Wolves,Big Sean Featuring Post Malone,65,2
5828,29,The Bones,Maren Morris,12,52
5858,59,One Margarita,Luke Bryan,19,20
5864,65,Gone Too Soon,Andrew Jannakos,65,1
5866,67,All In,YoungBoy Never Broke Again,67,3
5871,72,Dead Trollz,YoungBoy Never Broke Again,72,1
5875,76,Cross Roads,YoungBoy Never Broke Again,76,1
5880,81,The Last Backyard...,YoungBoy Never Broke Again,81,1
5887,88,Right Foot Creep,YoungBoy Never Broke Again,88,1
5889,90,One Night Standards,Ashley McBryde,76,15
5895,96,Lets Link,WhoHeem,86,3
5897,98,Dirty Stick,YoungBoy Never Broke Again,98,1
5899,100,Got It On Me,Pop Smoke,31,10
5938,39,Death Bed,Powfu Featuring beabadoobee,23,26
5947,48,Intentions,Justin Bieber Featuring Quavo,5,31
5960,61,Party Girl,StaySolidRocky,21,20
5961,62,The Voice,Lil Durk,62,1
5968,69,Lithuania,Big Sean Featuring Travis Scott,69,1
5981,82,Deep Reverence,Big Sean Featuring Nipsey Hussle,82,1
5992,93,Why We Drink,Justin Moore,50,15
5993,94,After Party,Don Toliver,57,20
5994,95,Body Language,Big Sean Featuring Ty Dolla $ign & Jhene Aiko,95,1
5996,97,Why Would I Stop?,Big Sean,97,1
5998,99,Need It,Migos Featuring YoungBoy Never Broke Again,62,15
5999,100,Stuck With U,Ariana Grande & Justin Bieber,1,18
6041,42,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",42,22
6061,62,I Love My Country,Florida Georgia Line,40,20
6065,66,God Whispered Your Name,Keith Urban,60,20
6078,79,Blastoff,Internet Money Featuring Juice WRLD & Trippie Redd,79,1
6082,83,Expensive,Ty Dolla $ign Featuring Nicki Minaj,83,1
6091,92,The 1,Taylor Swift,4,6
6093,94,Done,Chris Janson,41,12
6099,100,Girl Of My Dreams,Rod Wave,65,16
6147,48,The Box,Roddy Ricch,1,38
6173,74,The Plan,Travis Scott,74,1
6195,96,Spicy,Nas Featuring Fivio Foreign & A$AP Ferg,96,1
6196,97,Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,10,7
6197,98,Exile,Taylor Swift Featuring Bon Iver,6,5
6198,99,B*tch From da Souf,Mulatto,95,3
6199,100,21,Polo G,62,8
6244,45,Emotionally Scarred,Lil Baby,31,25
6263,64,Bluebird,Miranda Lambert,26,20
6271,72,Toosie Slide,Drake,1,20
6286,87,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",62,11
6290,91,Conversations,Juice WRLD,7,6
6295,96,Righteous,Juice WRLD,11,16
6296,97,Past Life,Trevor Daniel x Selena Gomez,77,5
6297,98,Something Special,Pop Smoke,41,7
6342,43,Hard To Forget,Sam Hunt,26,20
6350,51,Supalonely,BENEE Featuring Gus Dapperton,39,22
6361,62,Letter From Houston,Rod Wave,62,1
6370,71,One Big Country Song,LOCASH,50,11
6384,85,Don't Rush,Young T & Bugsey Featuring Headie One,56,14
6385,86,Freestyle,Rod Wave,86,1
6396,97,Life's A Mess,Juice WRLD X Halsey,9,6
6398,99,Move Ya Hips,A$AP Ferg Featuring  Nicki Minaj & MadeinTYO,19,2
6399,100,Be Kind,Marshmello & Halsey,29,15
6447,48,Falling,Trevor Daniel,17,38
6458,59,Walk Em Down,NLE Choppa Featuring Roddy Ricch,38,20
6465,66,The Last Great American Dynasty,Taylor Swift,13,2
6468,69,My Tears Ricochet,Taylor Swift,16,2
6472,73,August,Taylor Swift,23,2
6484,85,Invisible String,Taylor Swift,37,2
6490,91,Betty,Taylor Swift,42,2
6491,92,No Dribble,DaBaby x Stunna 4 Vegas,92,1
6492,93,Mirrorball,Taylor Swift,26,2
6495,96,Blood On My Jeans,Juice WRLD,12,4
6496,97,Lion King On Ice,J. Cole,51,2
6497,98,Seven,Taylor Swift,35,2
6538,39,This Is Me Trying,Taylor Swift,39,1
6543,44,Illicit Affairs,Taylor Swift,44,1
6546,47,Mad Woman,Taylor Swift,47,1
6551,52,The Climb Back,J. Cole,52,2
6556,57,Epiphany,Taylor Swift,57,1
6557,58,Peace,Taylor Swift,58,1
6570,71,Hoax,Taylor Swift,71,1
6590,91,Go!,Kid LAROI & Juice WRLD,52,5
6594,95,Perfect,Logic,95,1
6639,40,Sunday Best,Surfaces,19,21
6661,62,Titanic,Juice WRLD,14,2
6663,64,Stay High,Juice WRLD,34,2
6667,68,Bad Energy,Juice WRLD,16,2
6673,74,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",1,13
6676,77,Tell Me U Luv Me,Juice WRLD & Trippie Redd,38,4
6677,78,Up Up And Away,Juice WRLD,42,2
6678,79,Fighting Demons,Juice WRLD,35,2
6687,88,Does To Me,Luke Combs Featuring Eric Church,20,19
6688,89,Man Of The Year,Juice WRLD,51,2
6691,92,Can't Die,Juice WRLD,50,2
6692,93,Chicago Freestyle,Drake Featuring Giveon,14,12
6693,94,Flex,Polo G Featuring Juice WRLD,30,9
6694,95,Screw Juice,Juice WRLD,46,2
6697,98,Enjoy Yourself,Pop Smoke Featuring Karol G,56,2
6721,22,The Adventures Of Moon Man & Slim Shady,Kid Cudi & Eminem,22,1
6746,47,I Want It,Juice WRLD,47,1
6782,83,Gangstas,Pop Smoke,37,2
6783,84,Let It Go,Summer Walker,84,1
6785,86,My Affection,Summer Walker & PARTYNEXTDOOR,86,1
6788,89,Aim For The Moon,Pop Smoke Featuring Quavo,34,2
6794,95,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,36,18
6795,96,Here And Now,Kenny Chesney,38,15
6798,99,44 Bulldog,Pop Smoke,39,2
6799,100,Gooba,6ix9ine,3,10
6821,22,Dior,Pop Smoke,22,21
6839,40,High Fashion,Roddy Ricch Featuring Mustard,20,28
6842,43,Yea Yea,Pop Smoke,43,1
6848,49,Make It Rain,Pop Smoke Featuring Rowdy Rebel,49,2
6853,54,Snitchin,Pop Smoke Featuring Quavo & Future,54,1
6854,55,Bad Bitch From Tokyo (Intro),Pop Smoke,55,1
6856,57,Creature,Pop Smoke Featuring Swae Lee,57,1
6864,65,West Coast Shit,Pop Smoke Featuring Tyga & Quavo,65,1
6869,70,P*$$y Fairy (OTW),Jhene Aiko,40,25
