,category,nominee,artist,workers
308,Best Score Soundtrack For Visual Media,Avengers: Endgame,,"Alan Silvestri, composer"
309,Best Score Soundtrack For Visual Media,Game Of Thrones: Season 8,,"Ramin Djawadi, composer"
310,Best Score Soundtrack For Visual Media,The Lion King,,"Hans Zimmer, composer"
311,Best Score Soundtrack For Visual Media,Mary Poppins Returns,,"Marc Shaiman, composer"
312,Best Song Written For Visual Media,I'll Never Love Again (Film Version),,"Natalie Hemby, Lady Gaga, Hillary Lindsey & Aaron Raitiere, songwriters (Lady Gaga & Bradley Cooper)"
313,Best Song Written For Visual Media,The Ballad Of The Lonesome Cowboy,,"Randy Newman, songwriter (Chris Stapleton)"
314,Best Song Written For Visual Media,Girl In The Movies,,"Dolly Parton & Linda Perry, songwriters (Dolly Parton)"
315,Best Song Written For Visual Media,Spirit,,"Beyoncé Knowles-Carter, Timothy McKenzie & Ilya Salmanzadeh, songwriters (Beyoncé)"
316,Best Song Written For Visual Media,Suspirium,,"Thom Yorke, songwriter (Thom Yorke)"
317,Best Instrumental Composition,Star Wars: Galaxy's Edge Symphonic Suite,,"John Williams, composer (John Williams)"
318,Best Instrumental Composition,Begin Again,,"Fred Hersch, composer (Fred Hersch & The WDR Big Band Conducted By Vince Mendoza)"
319,Best Instrumental Composition,Crucible For Crisis,,"Brian Lynch, composer (Brian Lynch Big Band)"
320,Best Instrumental Composition,"Love, A Beautiful Force",,"Vince Mendoza, composer (Vince Mendoza, Terell Stafford, Dick Oatts & Temple University Studio Orchestra)"
321,Best Instrumental Composition,Walkin' Funny,,"Christian McBride, composer (Christian McBride)"
322,"Best Arrangement, Instrumental or A Cappella",Moon River,,"Jacob Collier, arranger (Jacob Collier)"
323,"Best Arrangement, Instrumental or A Cappella",Blue Skies,,"Kris Bowers, arranger (Kris Bowers)"
324,"Best Arrangement, Instrumental or A Cappella",Hedwig's Theme,,"John Williams, arranger (Anne-Sophie Mutter & John Williams)"
325,"Best Arrangement, Instrumental or A Cappella",La Novena,,"Emilio Solla, arranger (Emilio Solla Tango Jazz Orchestra)"
326,"Best Arrangement, Instrumental or A Cappella","Love, A Beautiful Force",,"Vince Mendoza, arranger (Vince Mendoza, Terell Stafford, Dick Oatts & Temple University Studio Orchestra)"
327,"Best Arrangement, Instruments and Vocals",All Night Long,,"Jacob Collier, arranger (Jacob Collier Featuring Jules Buckley, Take 6 & Metropole Orkest)"
328,"Best Arrangement, Instruments and Vocals",Jolene,,"Geoff Keezer, arranger (Sara Gazarek)"
329,"Best Arrangement, Instruments and Vocals",Marry Me A Little,,"Cyrille Aimée & Diego Figueiredo, arrangers (Cyrille Aimée)"
330,"Best Arrangement, Instruments and Vocals",Over The Rainbow,,"Vince Mendoza, arranger (Trisha Yearwood)"
331,"Best Arrangement, Instruments and Vocals",12 Little Spells (Thoracic Spine),,"Esperanza Spalding, arranger (Esperanza Spalding)"
332,Best Recording Package,Chris Cornell,,"Barry Ament, Jeff Ament & Joe Spix, art directors (Chris Cornell)"
333,Best Recording Package,Anónimas & Resilientes,,"Luisa María Arango, Carlos Dussan, Manuel García-Orozco & Juliana Jaramillo-Buenaventura, art directors (Voces Del Bullerengue)"
334,Best Recording Package,Hold That Tiger,,"Andrew Wong & Fongming Yang, art directors (The Muddy Basin Ramblers)"
335,Best Recording Package,"I,I",,"Aaron Anderson & Eric Timothy Carlson, art directors (Bon Iver)"
336,Best Recording Package,Intellexual,,"Irwan Awalludin, art director (Intellexual)"
337,Best Boxed Or Special Limited Edition Package,Woodstock: Back To The Garden - The Definitive 50th Anniversary Archive,,"Masaki Koike, art director (Various Artists)"
338,Best Boxed Or Special Limited Edition Package,Anima,,"Stanley Donwood & Tchocky, art directors (Thom Yorke)"
339,Best Boxed Or Special Limited Edition Package,Gold In A Brass Age,,"Amanda Chiu, Mark Farrow & David Gray, art directors (David Gray)"
340,Best Boxed Or Special Limited Edition Package,1963: New Directions,,"Josh Cheuse, art director (John Coltrane)"
341,Best Boxed Or Special Limited Edition Package,The Radio Recordings 1939–1945,,"Marek Polewski, art director (Wilhelm Furtwängler & Berliner Philharmoniker)"
342,Best Album Notes,Stax '68: A Memphis Story,,"Steve Greenberg, album notes writer (Various Artists)"
343,Best Album Notes,The Complete Cuban Jam Sessions,,"Judy Cantor-Navas, album notes writer (Various Artists)"
344,Best Album Notes,The Gospel According To Malaco,,"Robert Marovich, album notes writer (Various Artists)"
345,Best Album Notes,Pedal Steal + Four Corners,,"Brendan Greaves, album notes writer (Terry Allen And The Panhandle Mystery Band)"
346,Best Album Notes,Pete Seeger: The Smithsonian Folkways Collection,,"Jeff Place, album notes writer (Pete Seeger)"
347,Best Historical Album,Pete Seeger: The Smithsonian Folkways Collection,,"Jeff Place & Robert Santelli, compilation producers; Pete Reiniger, mastering engineer (Pete Seeger)"
348,Best Historical Album,The Girl From Chickasaw County - The Complete Capitol Masters,,"Andrew Batt & Kris Maher, compilation producers; Simon Gibson, mastering engineer (Bobbie Gentry)"
349,Best Historical Album,The Great Comeback: Horowitz At Carnegie Hall,,"Robert Russ, compilation producer; Andreas K. Meyer & Jennifer Nulsen, mastering engineers (Vladimir Horowitz)"
350,Best Historical Album,"Kankyo Ongaku: Japanese Ambient, Environmental & New Age Music 1980-1990",,"Spencer Doran, Yosuke Kitazawa, Douglas Mcgowan & Matt Sullivan, compilation producers; John Baldwin, mastering engineer (Various Artists)"
351,Best Historical Album,Woodstock: Back To The Garden - The Definitive 50th Anniversary Archive,,"Brian Kehew, Steve Woolard & Andy Zax, compilation producers; Dave Schultz, mastering engineer, Brian Kehew, restoration engineer (Various Artists)"
352,"Best Engineered Album, Non-Classical","When We All Fall Asleep, Where Do We Go?",,"Rob Kinelski & Finneas O'Connell, engineers; John Greenham, mastering engineer (Billie Eilish)"
353,"Best Engineered Album, Non-Classical",All These Things,,"Tchad Blake, Thomas Dybdahl, Adam Greenspan & Roderick Shearer, engineers; Bernie Grundman, mastering engineer (Thomas Dybdahl)"
354,"Best Engineered Album, Non-Classical",Ella Mai,,"Chris ""Shaggy"" Ascher, Jaycen Joshua & David Pizzimenti, engineers; Chris Athens, mastering engineer (Ella Mai)"
355,"Best Engineered Album, Non-Classical",Run Home Slow,,"Paul Butler & Sam Teskey, engineers; Joe Carra, mastering engineer (The Teskey Brothers)"
356,"Best Engineered Album, Non-Classical",Scenery,,"Tom Elmhirst, Ben Kane & Jeremy Most, engineers; Bob Ludwig, mastering engineer (Emily King)"
357,"Producer Of The Year, Non-Classical",Finneas,,"• When We Fall Asleep, Where Do We Go? (Billie Eilish) (A)"
358,"Producer Of The Year, Non-Classical",Jack Antonoff,,• Arizona Baby (Kevin Abstract) (A)  • Lover (Taylor Swift) (A)  • Norman F***ing Rockwell! (Lana Del Rey) (A)  • Red Hearse (Red Hearse) (A)
359,"Producer Of The Year, Non-Classical",Dan Auerbach,,"• The Angels In Heaven Done Signed My Name (Leo Bud Welch) (A)  • ""Let's Rock"" (The Black Keys) (A)  • Mockingbird (The Gibson Brothers) (A)  • Myth Of A Man (Night Beats) (A)  • Southern Gentleman (Dee White) (A)  • Walk Through Fire (Yola) (A)"
360,"Producer Of The Year, Non-Classical",John Hill,,"• Heat Of The Summer (Young The Giant) (T)  • Hundred (Khalid) (T)  • No Drug Like Me (Carly Rae Jepsen) (T)  • Outta My Head (Khalid With John Mayer) (T)  • Social Cues (Cage The Elephant) (A)  • Superposition (Young The Giant) (T)  • Too Much (Carly Rae Jepsen) (T)  • Vertigo (Khalid) (T)  • Zero (From ""Ralph Breaks The Internet"") (Imagine Dragons) (T)"
361,"Producer Of The Year, Non-Classical",Ricky Reed,,• Almost Free (Fidlar) (A)  • Burning (Maggie Rogers) (T)  • Confidence (X Ambassadors Featuring K.Flay) (T)  • Juice (Lizzo) (T)  • Kingdom Of One (Maren Morris) (T)  • Power Is Power (SZA Featuring The Weeknd & Travis Scott) (T)  • Tempo (Lizzo Featuring Missy Elliott) (T)  • Truth Hurts (Lizzo) (T)  • The Wrong Man (Ross Golan) (A)
362,Best Remixed Recording,I Rise (Tracy Young's Pride Intro Radio Remix),,"Tracy Young, remixer (Madonna)"
363,Best Remixed Recording,Mother's Daughter (Wuki Remix),,"Wuki, remixer (Miley Cyrus)"
364,Best Remixed Recording,The One (High Contrast Remix),,"Lincoln Barrett, remixer (Jorja Smith)"
365,Best Remixed Recording,Swim (ford. Remix),,"Luc Bradford, remixer (Mild Minds)"
366,Best Remixed Recording,Work It (Soulwax Remix),,"David Gerard C Dewaele & Stephen Antoine C Dewaele, remixers (Marie Davidson)"
367,Best Immersive Audio Album,LUX,,"Morten Lindberg, immersive audio engineer; Morten Lindberg, immersive audio mastering engineer; Morten Lindberg, immersive audio producer (Anita Brevik, Trondheimsolistene & Nidarosdomens Jentekor)"
368,Best Immersive Audio Album,Chain Tripping,,"Luke Argilla, immersive audio engineer; Jurgen Scharpf, immersive audio mastering engineer; Jona Bechtolt, Claire L. Evans & Rob Kieswetter, immersive audio producers (YACHT)"
369,Best Immersive Audio Album,Kverndokk: Symphonic Dances,,"Jim Anderson, immersive audio engineer; Robert C. Ludwig, immersive audio mastering engineer; Ulrike Schwarz, immersive audio producer (Ken-David Masur & Stavanger Symphony Orchestra)"
370,Best Immersive Audio Album,The Orchestral Organ,,"Keith O. Johnson, immersive audio engineer; Keith O. Johnson, immersive audio mastering engineer; Marina A. Ledin & Victor Ledin, immersive audio producers (Jan Kraybill)"
371,Best Immersive Audio Album,The Savior,,"Bob Clearmountain, immersive audio engineer; Bob Ludwig, immersive audio mastering engineer; Michael Marquart & Dave Way, immersive audio producers (A Bad Think)"
372,"Best Engineered Album, Classical",Riley: Sun Rings,,"Leslie Ann Jones, engineer; John Kilgore, Judith Sherman & David Harrington, engineers/mixers; Robert C. Ludwig, mastering engineer (Kronos Quartet)"
373,"Best Engineered Album, Classical",Aequa - Anna Thorvaldsdóttir,,"Daniel Shores, engineer; Daniel Shores, mastering engineer (International Contemporary Ensemble)"
374,"Best Engineered Album, Classical",Bruckner: Symphony No. 9,,"Mark Donahue, engineer; Mark Donahue, mastering engineer (Manfred Honeck & Pittsburgh Symphony Orchestra)"
375,"Best Engineered Album, Classical",Rachmaninoff - Hermitage Piano Trio,,"Keith O. Johnson & Sean Royce Martin, engineers; Keith O. Johnson, mastering engineer (Hermitage Piano Trio)"
376,"Best Engineered Album, Classical",Wolfe: Fire In My Mouth,,"Bob Hanlon & Lawrence Rock, engineers; Ian Good & Lawrence Rock, mastering engineers (Jaap Van Zweden, Francisco J. Núñez, Donald Nally, The Crossing, Young People's Chorus Of NY City & New York Philharmonic)"
377,"Producer Of The Year, Classical",Blanton Alspaugh,,"• Artifacts - The Music Of Michael McGlynn (Charles Bruffy & Kansas City Chorale)  • Berlioz: Symphonie Fantastique; Fantaisie Sur La Tempête De Shakespeare (Andrew Davis & Toronto Symphony Orchestra)  • Copland: Billy The Kid; Grohg (Leonard Slatkin & Detroit Symphony Orchestra)  • Duruflé: Complete Choral Works (Robert Simpson & Houston Chamber Choir)  • Glass: Symphony No. 5 (Julian Wachner, The Choir Of Trinity Wall Street, Trinity Youth Chorus, Downtown Voices & Novus NY)  • Sander: The Divine Liturgy Of St. John Chrysostom (Peter Jermihov & PaTRAM Institute Singers)  • Smith, K.: Canticle (Craig Hella Johnson & Cincinnati Vocal Arts Ensemble)  • Visions Take Flight (Mei-Ann Chen & ROCO)"
378,"Producer Of The Year, Classical",James Ginsburg,,"• Project W - Works By Diverse Women Composers (Mei-Ann Chen & Chicago Sinfonietta)  • Silenced Voices (Black Oak Ensemble)  • 20th Century Harpsichord Concertos (Jory Vinikour, Scott Speck & Chicago Philharmonic)  • Twentieth Century Oboe Sonatas (Alex Klein & Phillip Bush)  • Winged Creatures & Other Works For Flute, Clarinet, And Orchestra (Anthony McGill, Demarre McGill, Allen Tinkham & Chicago Youth Symphony Orchestra)"
379,"Producer Of The Year, Classical","Marina A. Ledin, Victor Ledin",,"• Bates: Children Of Adam; Vaughan Williams: Dona Nobis Pacem (Steven Smith, Erin R. Freeman, Richmond Symphony & Chorus)  • The Orchestral Organ (Jan Kraybill)  • The Poetry Of Places (Nadia Shpachenko)  • Rachmaninoff - Hermitage Piano Trio (Hermitage Piano Trio)"
380,"Producer Of The Year, Classical",Morten Lindberg,,"• Himmelborgen (Elisabeth Holte, Kåre Nordstoga & Uranienborg Vokalensemble)  • Kleiberg: Do You Believe In Heather? (Various Artists)  • Ljos (Fauna Vokalkvintett)  • LUX (Anita Brevik, Trondheimsolistene & Nidarosdomens Jentekor)  • Trachea (Tone Bianca Sparre Dahl & Schola Cantorum)  • Veneliti (Håkon Daniel Nystedt & Oslo Kammerkor)"
381,"Producer Of The Year, Classical",Dirk Sobotka,,• Bruckner: Symphony No. 9 (Manfred Honeck & Pittsburgh Symphony Orchestra)
382,Best Orchestral Performance,Norman: Sustain,,"Gustavo Dudamel, conductor (Los Angeles Philharmonic)"
383,Best Orchestral Performance,Bruckner: Symphony No. 9,,"Manfred Honeck, conductor (Pittsburgh Symphony Orchestra)"
384,Best Orchestral Performance,Copland: Billy The Kid; Grohg,,"Leonard Slatkin, conductor (Detroit Symphony Orchestra)"
385,Best Orchestral Performance,Transatlantic,,"Louis Langrée, conductor (Cincinnati Symphony Orchestra)"
386,Best Orchestral Performance,Weinberg: Symphonies Nos. 2 & 21,,"Mirga Gražinytė-Tyla, conductor (City Of Birmingham Symphony Orchestra & Kremerata Baltica)"
387,Best Opera Recording,Picker: Fantastic Mr. Fox,,"Gil Rose, conductor; John Brancy, Andrew Craig Brown, Gabriel Preisser, Krista River & Edwin Vega; Gil Rose, producer (Boston Modern Orchestra Project; Boston Children's Chorus)"
388,Best Opera Recording,Benjamin: Lessons In Love & Violence,,"George Benjamin, conductor; Stéphane Degout, Barbara Hannigan, Peter Hoare & Gyula Orendt; Raphaël Mouterde & James Whitbourn, producers (Orchestra Of The Royal Opera House)"
389,Best Opera Recording,Berg: Wozzeck,,"Marc Albrecht, conductor; Christopher Maltman & Eva-Maria Westbroek; François Roussillon, producer (Netherlands Philharmonic Orchestra; Chorus Of Dutch National Opera)"
390,Best Opera Recording,Charpentier: Les Arts Florissants; Les Plaisirs De Versailles,,"Paul O'Dette & Stephen Stubbs, conductors; Jesse Blumberg, Teresa Wakim & Virginia Warnken; Renate Wolter-Seevers, producer (Boston Early Music Festival Chamber Ensemble; Boston Early Music Festival Vocal Ensemble)"
391,Best Opera Recording,Wagner: Lohengrin,,"Christian Thielemann, conductor; Piotr Beczała, Anja Harteros, Tomasz Konieczny, Waltraud Meier & Georg Zeppenfeld; Eckhard Glauche, producer (Festspielorchester Bayreuth; Festspielchor Bayreuth)"
392,Best Choral Performance,Duruflé: Complete Choral Works,,"Robert Simpson, conductor (Ken Cowan; Houston Chamber Choir)"
393,Best Choral Performance,Boyle: Voyages,,"Donald Nally, conductor (The Crossing)"
394,Best Choral Performance,The Hope Of Loving,,"Craig Hella Johnson, conductor (Conspirare)"
395,Best Choral Performance,Sander: The Divine Liturgy Of St. John Chrysostom,,"Peter Jermihov, conductor (Evan Bravos, Vadim Gan, Kevin Keys, Glenn Miller & Daniel Shirley; PaTRAM Institute Singers)"
396,Best Choral Performance,"Smith, K.: The Arc In The Sky",,"Donald Nally, conductor (The Crossing)"
397,Best Chamber Music/Small Ensemble Performance,Shaw: Orange,,Attacca Quartet
398,Best Chamber Music/Small Ensemble Performance,Cerrone: The Pieces That Fall To Earth,,Christopher Rountree & Wild Up
399,Best Chamber Music/Small Ensemble Performance,Freedom & Faith,,PUBLIQuartet
400,Best Chamber Music/Small Ensemble Performance,Perpetulum,,Third Coast Percussion
401,Best Chamber Music/Small Ensemble Performance,Rachmaninoff - Hermitage Piano Trio,,Hermitage Piano Trio
402,Best Classical Instrumental Solo,Marsalis: Violin Concerto; Fiddle Dance Suite,,"Nicola Benedetti; Cristian Măcelaru, conductor (Philadelphia Orchestra)"
403,Best Classical Instrumental Solo,The Berlin Recital,,Yuja Wang
404,Best Classical Instrumental Solo,Higdon: Harp Concerto,,"Yolanda Kondonassis; Ward Stare, conductor (The Rochester Philharmonic Orchestra)"
405,Best Classical Instrumental Solo,The Orchestral Organ,,Jan Kraybill
406,Best Classical Instrumental Solo,"Torke: Sky, Concerto For Violin",,"Tessa Lark; David Alan Miller, conductor (Albany Symphony)"
407,Best Classical Solo Vocal Album,Songplay,,"Joyce DiDonato; Chuck Israels, Jimmy Madison, Charlie Porter & Craig Terry, accompanists (Steve Barnett & Lautaro Greco)"
408,Best Classical Solo Vocal Album,The Edge Of Silence - Works For Voice By György Kurtág,,"Susan Narucki (Donald Berman, Curtis Macomber, Kathryn Schulmeister & Nicholas Tolle)"
409,Best Classical Solo Vocal Album,Himmelsmusik,,"Philippe Jaroussky & Céline Scheen; Christina Pluhar, conductor; L’Arpeggiata, ensemble (Jesús Rodil & Dingle Yandell)"
410,Best Classical Solo Vocal Album,"Schumann: Liederkreis Op. 24, Kerner-Lieder Op. 35",,"Matthias Goerne; Leif Ove Andsnes, accompanist"
411,Best Classical Solo Vocal Album,"A Te, O Cara",,"Stephen Costello; Constantine Orbelian, conductor (Kaunas City Symphony Orchestra)"
412,Best Classical Compendium,The Poetry Of Places,,"Nadia Shpachenko; Marina A. Ledin & Victor Ledin, producers"
413,Best Classical Compendium,American Originals 1918,,"John Morris Russell, conductor; Elaine Martone, producer"
414,Best Classical Compendium,Leshnoff: Symphony No. 4 'Heichalos'; Guitar Concerto; Starburst,,"Giancarlo Guerrero, conductor; Tim Handley, producer"
415,Best Classical Compendium,Meltzer: Songs And Structures,,"Paul Appleby & Natalia Katyukova; Silas Brown & Harold Meltzer, producers"
416,Best Classical Compendium,Saariaho: True Fire; Trans; Ciel D'Hiver,,"Hannu Lintu, conductor; Laura Heikinheimo, producer"
417,Best Contemporary Classical Composition,Higdon: Harp Concerto,,"Jennifer Higdon, composer (Yolanda Kondonassis, Ward Stare & The Rochester Philharmonic Orchestra)"
418,Best Contemporary Classical Composition,Bermel: Migration Series For Jazz Ensemble & Orchestra,,"Derek Bermel, composer (Derek Bermel, Ted Nash, David Alan Miller, Juilliard Jazz Orchestra & Albany Symphony Orchestra)"
